,IDFecha,IDTipoVuelo,IDTipoTrafico,IDEmpresa,IDEquipo,IDAeropuertoOrigen,IDAeropuertoDestino,Vuelos,Pasajeros,CargaBordo,TotalSillas,TotalCarga,ID
75330,38,2,0,53,26,196,208,1,0,14195.0,0,14223,75330
75331,23,2,0,53,26,196,208,2,0,23990.0,0,24086,75331
75332,52,2,0,53,26,196,208,1,0,14620.0,0,18891,75332
75333,31,2,0,53,26,196,208,1,0,15855.0,0,15887,75333
75334,32,2,0,53,26,196,208,1,0,18790.0,0,18828,75334
75335,59,2,0,53,26,196,208,1,0,5371.0,0,18891,75335
75336,16,2,0,53,26,196,208,1,0,8071.0,0,8087,75336
75337,11,2,0,53,26,196,208,2,0,24991.0,0,25090,75337
75338,34,2,0,53,26,196,208,1,0,15039.0,0,15069,75338
75339,57,2,0,53,26,196,208,1,0,10334.0,0,18891,75339
75340,10,2,0,53,26,196,208,2,0,21526.0,0,21612,75340
75341,1,2,0,53,26,196,208,1,0,12329.0,0,12354,75341
75342,12,2,0,53,26,196,208,1,0,8706.0,0,8723,75342
75343,40,2,0,53,26,196,208,1,0,17818.0,0,17854,75343
75344,9,2,0,53,26,196,208,3,0,37433.0,0,37659,75344
75345,44,2,0,53,26,196,208,1,0,18308.0,0,18345,75345
75346,14,2,0,53,26,196,208,2,0,16959.0,0,17026,75346
75347,21,2,0,53,26,196,208,1,0,10818.0,0,10840,75347
75348,29,2,0,53,26,196,208,1,0,8725.0,0,8742,75348
75349,46,2,0,53,26,196,208,2,0,15790.0,0,15854,75349
75350,25,2,0,53,26,196,208,1,0,17676.0,0,17711,75350
75351,19,2,0,53,26,196,208,2,0,25577.0,0,25680,75351
75352,13,2,0,53,26,196,208,4,0,36547.0,0,36840,75352
75353,27,2,0,53,26,196,208,1,0,17171.0,0,17205,75353
75354,20,2,0,53,26,196,208,3,0,33680.0,0,33882,75354
75355,0,2,0,53,26,196,208,1,0,11987.0,0,12011,75355
75356,18,2,0,28,0,196,208,1,90,270.0,100,4630,75356
75357,56,2,0,40,75,196,208,38,757,0.0,1111,0,75357
75358,58,2,0,40,75,196,208,28,578,0.0,764,0,75358
75359,54,2,0,40,75,196,208,22,426,0.0,644,0,75359
75360,53,2,0,40,75,196,208,13,218,0.0,374,0,75360
75361,55,2,0,40,75,196,208,21,420,0.0,593,0,75361
75362,59,2,0,40,75,196,208,29,528,0.0,775,0,75362
75363,61,2,0,40,75,494,506,11,213,0.0,297,0,75363
75364,57,2,0,40,75,196,208,55,1138,0.0,1607,0,75364
75365,60,2,0,40,75,494,506,29,445,0.0,755,0,75365
75366,53,3,0,68,75,196,208,12,190,0.0,190,0,75366
75367,55,3,0,68,75,196,208,21,0,0.0,0,0,75367
75368,62,3,0,68,75,494,506,2,22,0.0,22,0,75368
75369,52,3,0,68,75,196,208,1,12,0.0,12,0,75369
75370,66,3,0,68,75,494,506,1,30,0.0,30,0,75370
75371,54,3,0,68,75,196,208,22,377,0.0,377,0,75371
75372,5,3,0,75,104,196,208,1,5,0.0,5,0,75372
75373,10,3,0,75,104,196,208,1,0,30.0,0,30,75373
75374,28,3,0,66,104,196,208,1,0,250.0,0,250,75374
75375,23,3,0,66,104,196,208,1,0,150.0,0,150,75375
75376,38,3,0,66,104,196,208,1,1,50.0,1,50,75376
75377,34,3,0,66,104,196,208,1,2,100.0,2,100,75377
75378,26,3,0,66,104,196,208,1,4,50.0,4,50,75378
75379,11,3,0,55,104,196,208,1,1,0.0,1,0,75379
75380,48,3,0,48,25,196,208,3,0,1901.0,0,1901,75380
75381,54,3,0,48,25,196,208,6,21,87.0,21,87,75381
75382,8,3,0,48,25,196,208,1,5,36.0,5,36,75382
75383,77,3,0,48,25,792,804,5,19,100.0,19,100,75383
75384,42,3,0,48,25,196,208,3,17,67.0,17,67,75384
75385,47,3,0,48,25,196,208,1,1,13.0,1,13,75385
75386,50,3,0,48,25,196,208,3,12,49.0,12,49,75386
75387,49,3,0,48,25,196,208,4,10,27.0,10,27,75387
75388,26,3,0,48,25,196,208,1,4,45.0,4,45,75388
75389,46,3,0,48,25,196,208,3,10,44.0,10,44,75389
75390,59,3,0,48,25,196,208,1,0,0.0,0,0,75390
75391,57,3,0,48,25,196,208,4,11,33.0,11,33,75391
75392,11,3,0,48,25,196,208,2,8,136.0,8,136,75392
75393,44,3,0,48,25,196,208,2,7,37.0,7,37,75393
75394,62,3,0,48,25,494,506,4,20,120.0,20,120,75394
75395,34,3,0,48,25,196,208,1,7,23.0,7,23,75395
75396,29,3,0,48,25,196,208,1,7,45.0,7,45,75396
75397,64,3,0,48,25,494,506,2,14,90.0,14,90,75397
75398,66,3,0,48,25,494,506,2,7,70.0,7,70,75398
75399,71,3,0,48,25,494,506,1,5,60.0,5,60,75399
75400,19,3,0,48,25,196,208,3,16,217.0,16,217,75400
75401,56,3,0,48,25,196,208,2,8,14.0,8,14,75401
75402,78,3,0,48,25,792,804,2,12,65.0,12,65,75402
75403,55,3,0,48,25,196,208,3,11,48.0,11,48,75403
75404,67,3,0,48,25,494,506,2,6,30.0,6,30,75404
75405,63,3,0,48,25,494,506,1,0,0.0,0,0,75405
75406,75,3,0,48,25,792,804,2,8,50.0,8,50,75406
75407,79,3,0,48,25,792,804,3,15,100.0,15,100,75407
75408,41,3,0,48,25,196,208,1,0,46.0,0,46,75408
75409,52,3,0,48,25,196,208,3,9,540.0,9,540,75409
75410,70,3,0,48,25,494,506,2,9,50.0,9,50,75410
75411,74,3,0,48,25,792,804,3,13,530.0,13,530,75411
75412,21,3,0,48,25,196,208,1,5,45.0,5,45,75412
75413,58,3,0,48,25,196,208,3,12,36.0,12,36,75413
75414,76,3,0,48,25,792,804,3,11,65.0,11,65,75414
75415,51,3,0,48,25,196,208,3,8,45.0,8,45,75415
75416,25,3,0,48,25,196,208,1,6,45.0,6,45,75416
75417,65,3,0,48,25,494,506,1,5,40.0,5,40,75417
75418,68,3,0,48,87,494,506,1,1,0.0,1,0,75418
75419,73,3,0,48,87,792,804,1,7,0.0,7,0,75419
75420,75,3,0,48,87,792,804,1,4,0.0,4,0,75420
75421,16,3,0,48,87,196,208,1,9,0.0,9,0,75421
75422,14,3,0,48,87,196,208,1,5,0.0,5,0,75422
75423,77,3,0,48,87,792,804,1,9,0.0,9,0,75423
75424,19,3,0,48,87,196,208,1,6,0.0,6,0,75424
75425,76,3,0,48,87,792,804,2,11,0.0,11,0,75425
75426,70,3,0,48,87,494,506,1,3,0.0,3,0,75426
75427,7,2,0,67,83,196,208,1,53,0.0,53,314,75427
75428,0,2,0,67,83,196,208,1,32,38.0,45,1269,75428
75429,21,0,0,28,83,196,208,18,653,441.0,884,13963,75429
75430,17,0,0,28,83,196,208,21,251,1868.0,1092,19051,75430
75431,27,0,0,28,83,196,208,1,7,350.0,52,3103,75431
75432,16,0,0,28,83,196,208,6,308,164.0,308,6186,75432
75433,19,0,0,28,83,196,208,2,91,16.0,104,631,75433
75434,18,0,0,28,83,196,208,25,993,2273.0,1301,23532,75434
75435,28,0,0,28,83,196,208,2,51,0.0,104,3556,75435
75436,25,2,0,28,83,196,208,153,5928,8434.0,7958,121991,75436
75437,8,2,0,28,83,196,208,30,1189,1246.0,1287,14568,75437
75438,44,2,0,28,83,196,208,10,377,521.0,451,5206,75438
75439,1,2,0,28,83,196,208,33,1204,240.0,1368,20592,75439
75440,43,2,0,28,83,196,208,23,872,2663.0,1196,11846,75440
75441,38,2,0,28,83,196,208,53,1965,741.0,2359,43470,75441
75442,2,2,0,28,83,196,208,36,1250,448.0,1481,28615,75442
75443,19,2,0,28,83,196,208,123,4998,7439.0,6396,79074,75443
75444,7,2,0,28,83,196,208,15,558,308.0,647,10636,75444
75445,6,2,0,28,83,196,208,37,1294,999.0,1569,34505,75445
75446,16,2,0,28,83,196,208,58,2183,3156.0,2685,45599,75446
75447,28,2,0,28,83,196,208,145,5393,5370.0,7540,105022,75447
75448,41,2,0,28,83,196,208,54,2429,2335.0,2577,20427,75448
75449,35,2,0,28,83,196,208,53,2097,615.0,2397,30287,75449
75450,10,2,0,28,83,196,208,31,1242,1076.0,1373,12888,75450
75451,14,2,0,28,83,196,208,24,890,1096.0,1031,16920,75451
75452,23,2,0,28,83,196,208,169,6769,5847.0,8788,118455,75452
75453,11,2,0,28,83,196,208,32,1311,200.0,1413,10835,75453
75454,21,2,0,28,83,196,208,156,5721,6559.0,8112,158056,75454
75455,31,2,0,28,83,196,208,63,2503,1240.0,2875,41596,75455
75456,12,2,0,28,83,196,208,30,1111,1342.0,1256,28380,75456
75457,32,2,0,28,83,196,208,50,2056,937.0,2249,23093,75457
75458,17,2,0,28,83,196,208,49,2514,3837.0,2541,33797,75458
75459,33,2,0,28,83,196,208,58,2411,853.0,2565,25904,75459
75460,46,2,0,28,83,196,208,14,612,1600.0,660,5247,75460
75461,24,2,0,28,83,196,208,163,5189,5771.0,8476,200787,75461
75462,40,2,0,28,83,196,208,44,1685,841.0,2044,30231,75462
75463,30,2,0,28,83,196,208,57,2358,726.0,2594,30083,75463
75464,0,2,0,28,83,196,208,41,1188,130.0,1711,50797,75464
75465,5,2,0,28,83,196,208,28,1002,647.0,1220,22752,75465
75466,36,2,0,28,83,196,208,58,1791,582.0,2701,69270,75466
75467,48,2,0,28,83,196,208,25,875,1318.0,1130,29086,75467
75468,34,2,0,28,83,196,208,55,2201,1204.0,2565,29397,75468
75469,37,2,0,28,83,196,208,56,1971,872.0,2579,49402,75469
75470,45,2,0,28,83,196,208,5,193,787.0,260,4581,75470
75471,4,2,0,28,83,196,208,38,1354,1135.0,1597,27146,75471
75472,42,2,0,28,83,196,208,59,2506,7163.0,2804,31677,75472
75473,29,2,0,28,83,196,208,141,5318,5144.0,7332,105411,75473
75474,20,2,0,28,83,196,208,149,5673,5059.0,7748,145049,75474
75475,13,2,0,28,83,196,208,22,839,118.0,942,23804,75475
75476,26,2,0,28,83,196,208,156,5972,8544.0,8112,142316,75476
75477,15,2,0,28,83,196,208,15,588,255.0,625,6987,75477
75478,3,2,0,28,83,196,208,33,1177,806.0,1372,25116,75478
75479,9,2,0,28,83,196,208,33,1275,536.0,1466,29132,75479
75480,22,2,0,28,83,196,208,164,6373,5828.0,8528,120543,75480
75481,47,2,0,28,83,196,208,27,1067,1363.0,1211,17526,75481
75482,27,2,0,28,83,196,208,137,5032,5315.0,7124,122507,75482
75483,18,2,0,28,83,196,208,63,2541,4768.0,3279,40052,75483
75484,39,2,0,28,83,196,208,55,2179,853.0,2540,32928,75484
75485,78,2,0,28,23,792,804,26,1228,3428.0,1485,28701,75485
75486,74,2,0,28,23,792,804,42,1552,2062.0,2429,77659,75486
75487,65,2,0,28,23,494,506,53,2051,4272.0,3077,77841,75487
75488,66,2,0,28,23,494,506,48,1574,2406.0,2759,83173,75488
75489,79,2,0,28,23,792,804,31,1475,2877.0,1778,36228,75489
75490,52,2,0,28,23,196,208,33,1518,2795.0,1787,30762,75490
75491,73,2,0,28,23,792,804,26,510,1087.0,1474,79499,75491
75492,62,2,0,28,23,494,506,56,1772,2931.0,3108,110691,75492
75493,46,2,0,28,23,196,208,10,480,124.0,589,4448,75493
75494,57,2,0,28,23,196,208,58,2537,4866.0,3133,60623,75494
75495,69,2,0,28,23,494,506,46,1457,3877.0,2530,107691,75495
75496,56,2,0,28,23,196,208,52,2095,3173.0,2972,67998,75496
75497,81,2,0,28,23,792,804,28,1374,2425.0,1587,23565,75497
75498,67,2,0,28,23,494,506,57,1759,3905.0,3261,111330,75498
75499,54,2,0,28,23,196,208,68,3615,9452.0,3930,45976,75499
75500,49,2,0,28,23,196,208,32,1397,2137.0,1756,33099,75500
75501,51,2,0,28,23,196,208,43,1951,4064.0,2359,44823,75501
75502,64,2,0,28,23,494,506,64,2224,8317.0,3745,101801,75502
75503,76,2,0,28,23,792,804,25,1156,1390.0,1567,33209,75503
75504,82,2,0,28,23,792,804,27,1306,952.0,1518,23780,75504
75505,48,2,0,28,23,196,208,21,731,1083.0,1151,33883,75505
75506,63,2,0,28,23,494,506,47,1590,2657.0,2609,75281,75506
75507,47,2,0,28,23,196,208,30,1352,1967.0,1694,32683,75507
75508,58,2,0,28,23,196,208,49,2141,2498.0,2660,51883,75508
75509,53,2,0,28,23,196,208,35,1732,2559.0,1996,33081,75509
75510,83,2,0,28,23,792,804,32,1593,2641.0,1821,30089,75510
75511,59,2,0,28,23,196,208,55,2387,3389.0,3126,64241,75511
75512,60,2,0,28,23,494,506,55,1815,4269.0,3181,104290,75512
75513,61,2,0,28,23,494,506,48,1581,2367.0,2796,86447,75513
75514,45,2,0,28,23,196,208,22,889,1106.0,1496,23720,75514
75515,50,2,0,28,23,196,208,8,324,270.0,423,9299,75515
75516,80,2,0,28,23,792,804,28,1333,2022.0,1606,30768,75516
75517,68,2,0,28,23,494,506,48,1370,2957.0,2684,101473,75517
75518,75,2,0,28,23,792,804,31,1186,2307.0,1766,55378,75518
75519,72,2,0,28,23,792,804,46,1315,3457.0,2488,3457,75519
75520,43,2,0,28,23,196,208,51,2442,13304.0,3468,43178,75520
75521,77,2,0,28,23,792,804,27,1311,681.0,1536,29473,75521
75522,71,2,0,28,23,494,506,49,2011,2281.0,2743,81921,75522
75523,70,2,0,28,23,494,506,38,1199,2181.0,2111,81467,75523
75524,55,2,0,28,23,196,208,63,2894,4984.0,3450,67185,75524
75525,42,2,0,28,23,196,208,11,513,2887.0,685,10077,75525
75526,44,2,0,28,23,196,208,35,1615,7405.0,2056,74048,75526
75527,83,3,0,42,89,853,804,1,2,1200.0,2,1200,75527
75528,81,3,0,68,89,853,804,1,0,100.0,0,100,75528
75529,44,3,0,68,89,257,208,1,0,518.0,0,518,75529
75530,19,3,0,66,106,257,208,1,0,320.0,0,320,75530
75531,22,3,0,66,106,257,208,1,0,15.0,0,15,75531
75532,18,3,0,66,106,257,208,1,0,90.0,0,90,75532
75533,62,3,0,66,106,555,506,1,0,90.0,0,90,75533
75534,14,3,0,66,106,257,208,1,4,135.0,4,135,75534
75535,21,3,0,66,106,257,208,1,2,150.0,2,150,75535
75536,55,3,0,66,106,257,208,1,0,310.0,0,310,75536
75537,75,3,0,66,106,853,804,1,0,0.0,0,0,75537
75538,16,3,0,66,106,257,208,1,0,30.0,0,30,75538
75539,66,3,0,66,106,555,506,1,0,20.0,0,20,75539
75540,57,3,0,66,106,257,208,1,1,0.0,1,0,75540
75541,37,3,0,55,106,257,208,1,1,100.0,1,100,75541
75542,54,3,0,55,106,257,208,1,0,75.0,0,75,75542
75543,50,3,0,55,106,257,208,1,8,0.0,8,0,75543
75544,46,3,0,55,106,257,208,1,6,464.0,6,464,75544
75545,47,3,0,55,106,257,208,1,0,23.0,0,23,75545
75546,57,3,0,17,106,257,208,1,0,0.0,0,0,75546
75547,58,3,0,55,55,257,208,1,1,250.0,1,250,75547
75548,43,3,0,55,55,257,208,2,1,64.0,1,64,75548
75549,46,3,0,55,55,257,208,1,2,155.0,2,155,75549
75550,29,3,0,0,41,257,208,1,4,0.0,4,0,75550
75551,21,2,0,71,16,257,208,2,0,3300.0,16,10000,75551
75552,25,2,0,71,16,257,208,1,0,2846.0,8,5000,75552
75553,46,2,0,71,16,257,208,1,0,500.0,19,5000,75553
75554,44,2,0,71,16,257,208,1,0,2146.0,8,5000,75554
75555,18,2,0,71,16,257,208,1,0,2386.0,8,5000,75555
75556,19,2,0,71,16,257,208,1,0,2386.0,8,5000,75556
75557,30,3,0,55,62,257,208,1,1,1.0,1,1,75557
75558,28,3,0,55,62,257,208,1,1,1.0,1,1,75558
75559,51,3,0,55,62,257,208,1,0,0.0,0,0,75559
75560,61,3,0,17,103,555,506,1,0,60.0,0,60,75560
75561,29,3,0,70,91,257,208,1,0,250.0,0,250,75561
75562,1,3,0,70,91,257,208,1,1,500.0,1,500,75562
75563,0,3,0,70,91,257,208,1,0,400.0,0,400,75563
75564,3,3,0,70,91,257,208,1,0,20.0,0,20,75564
75565,53,3,0,75,91,257,208,1,0,0.0,0,0,75565
75566,54,3,0,75,91,257,208,1,0,910.0,0,910,75566
75567,49,3,0,75,91,257,208,1,0,0.0,0,0,75567
75568,21,3,0,4,61,257,208,1,0,22.0,0,22,75568
75569,67,3,0,55,14,555,506,2,0,0.0,0,0,75569
75570,68,3,0,55,14,555,506,1,0,145.0,0,145,75570
75571,30,3,0,55,14,257,208,1,1,1.0,1,1,75571
75572,34,3,0,55,14,257,208,1,0,682.0,0,682,75572
75573,80,3,0,55,14,853,804,1,0,0.0,0,0,75573
75574,61,3,0,55,14,555,506,1,0,250.0,0,250,75574
75575,59,3,0,55,14,257,208,1,0,600.0,0,600,75575
75576,57,3,0,55,14,257,208,2,0,1250.0,0,1250,75576
75577,51,3,0,55,14,257,208,1,0,0.0,0,0,75577
75578,31,3,0,55,14,257,208,1,1,0.0,1,0,75578
75579,82,3,0,55,14,853,804,1,0,0.0,0,0,75579
75580,66,3,0,55,14,555,506,1,0,0.0,0,0,75580
75581,12,3,0,79,101,257,208,1,1,0.0,1,0,75581
75582,19,3,0,4,59,257,208,1,0,60.0,0,60,75582
75583,26,3,0,4,59,257,208,1,0,600.0,0,600,75583
75584,20,3,0,4,59,257,208,1,0,50.0,0,50,75584
75585,65,2,0,21,69,555,506,1,0,4045.0,0,5000,75585
75586,83,2,0,21,69,853,804,1,0,2150.0,0,2150,75586
75587,13,3,0,70,24,257,208,1,2,1680.0,2,1680,75587
75588,43,3,0,70,24,257,208,1,0,300.0,0,300,75588
75589,16,3,0,70,24,257,208,1,2,1200.0,2,1200,75589
75590,48,3,0,70,24,257,208,2,3,5224.0,3,5224,75590
75591,18,3,0,70,24,257,208,1,0,300.0,0,300,75591
75592,0,3,0,70,24,257,208,1,0,500.0,0,500,75592
75593,59,3,0,70,24,257,208,2,0,624.0,0,624,75593
75594,37,3,0,70,24,257,208,1,3,1030.0,3,1030,75594
75595,58,3,0,70,24,257,208,1,0,1980.0,0,1980,75595
75596,66,3,0,70,24,555,506,2,0,2900.0,0,2900,75596
75597,41,3,0,70,24,257,208,1,0,1250.0,0,1250,75597
75598,4,3,0,70,24,257,208,1,0,140.0,0,140,75598
75599,38,3,0,70,24,257,208,1,1,0.0,1,0,75599
75600,5,3,0,70,24,257,208,1,1,500.0,1,500,75600
75601,60,3,0,75,24,555,506,1,0,0.0,0,0,75601
75602,67,3,0,75,24,555,506,1,1,1655.0,1,1655,75602
75603,59,3,0,75,24,257,208,2,2,150.0,2,150,75603
75604,47,3,0,75,24,257,208,2,1,7745.0,1,7745,75604
75605,48,3,0,75,24,257,208,2,0,1317.0,0,1317,75605
75606,24,3,0,44,24,257,208,1,0,450.0,0,450,75606
75607,69,3,0,68,75,555,506,1,0,0.0,0,0,75607
75608,12,2,0,18,68,257,208,1,0,2500.0,0,3000,75608
75609,33,2,0,18,68,257,208,1,0,2500.0,0,3000,75609
75610,59,2,0,18,68,257,208,1,0,2300.0,0,3000,75610
75611,37,2,0,18,68,257,208,1,0,2300.0,0,3000,75611
75612,44,2,0,18,68,257,208,1,0,2000.0,0,3000,75612
75613,33,2,0,65,68,257,208,1,0,2700.0,0,2700,75613
75614,58,3,0,75,104,257,208,2,0,200.0,0,200,75614
75615,61,3,0,66,104,555,506,1,0,78.0,0,78,75615
75616,52,3,0,66,104,257,208,1,0,0.0,0,0,75616
75617,36,3,0,55,104,257,208,1,1,0.0,1,0,75617
75618,55,3,0,55,104,257,208,1,0,200.0,0,200,75618
75619,56,3,0,55,104,257,208,1,0,200.0,0,200,75619
75620,43,3,0,55,104,257,208,1,2,127.0,2,127,75620
75621,41,3,0,55,104,257,208,2,0,50.0,0,50,75621
75622,47,3,0,55,104,257,208,1,6,190.0,6,190,75622
75623,53,3,0,55,104,257,208,1,0,0.0,0,0,75623
75624,61,3,0,55,104,555,506,1,0,300.0,0,300,75624
75625,44,3,0,55,104,257,208,1,0,118.0,0,118,75625
75626,81,3,0,14,104,853,804,1,0,0.0,0,0,75626
75627,77,3,0,14,104,853,804,1,0,0.0,0,0,75627
75628,57,3,0,61,104,257,208,1,3,40.0,3,40,75628
75629,39,3,0,17,104,257,208,1,1,0.0,1,0,75629
75630,63,3,0,17,104,555,506,1,0,575.0,0,575,75630
75631,64,3,0,17,104,555,506,1,0,0.0,0,0,75631
75632,66,3,0,17,104,555,506,1,0,600.0,0,600,75632
75633,57,3,0,17,104,257,208,1,0,0.0,0,0,75633
75634,59,3,0,17,104,257,208,1,0,0.0,0,0,75634
75635,58,3,0,17,104,257,208,1,0,0.0,0,0,75635
75636,72,3,0,17,104,853,804,1,0,0.0,0,0,75636
75637,81,3,0,17,104,853,804,2,0,1050.0,0,1050,75637
75638,69,3,0,17,104,555,506,3,2,450.0,2,450,75638
75639,37,3,0,17,104,257,208,1,1,1.0,1,1,75639
75640,70,3,0,17,104,555,506,2,0,150.0,0,150,75640
75641,55,3,0,17,104,257,208,3,1,650.0,1,650,75641
75642,41,3,0,29,104,484,264,1,2,69.0,2,69,75642
75643,46,3,0,55,55,214,264,1,4,309.0,4,309,75643
75644,77,3,0,23,48,807,601,1,0,0.0,0,0,75644
75645,72,3,0,62,14,797,659,1,6,150.0,6,150,75645
75646,74,3,0,23,55,807,659,1,6,20.0,6,20,75646
75647,76,3,0,23,55,807,659,1,0,0.0,0,0,75647
75648,77,3,0,23,55,807,659,1,8,0.0,8,0,75648
75649,33,3,0,55,55,211,82,1,1,1.0,1,1,75649
75650,74,3,0,62,14,807,659,1,0,10.0,0,10,75650
75651,79,3,0,62,14,807,659,1,3,30.0,3,30,75651
75652,30,3,0,23,48,211,82,1,3,0.0,3,0,75652
75653,31,3,0,23,48,211,82,1,1,0.0,1,0,75653
75654,20,3,0,23,48,211,82,1,2,15.0,2,15,75654
75655,74,3,0,5,48,807,659,1,3,0.0,3,0,75655
75656,77,3,0,35,104,807,659,1,6,0.0,6,0,75656
75657,20,3,0,23,53,211,82,1,3,50.0,3,50,75657
75658,29,3,0,23,53,211,82,1,3,62.0,3,62,75658
75659,25,3,0,23,53,211,82,7,19,0.0,19,0,75659
75660,61,3,0,23,53,509,361,1,4,0.0,4,0,75660
75661,13,3,0,23,53,211,82,2,8,110.0,8,110,75661
75662,33,3,0,23,53,211,82,6,13,10.0,13,10,75662
75663,74,3,0,5,53,807,659,1,4,20.0,4,20,75663
75664,25,3,0,1,53,211,82,1,3,76.0,3,76,75664
75665,18,3,0,19,14,214,82,2,70,0.0,70,0,75665
75666,33,3,0,66,104,214,82,1,3,40.0,3,40,75666
75667,30,3,0,55,55,196,82,1,4,0.0,4,0,75667
75668,11,3,0,55,55,196,82,1,5,0.0,5,0,75668
75669,29,3,0,55,55,196,82,1,0,874.0,0,874,75669
75670,31,3,0,64,41,196,82,1,2,100.0,2,100,75670
75671,20,3,0,64,44,196,82,1,4,0.0,4,0,75671
75672,2,3,0,70,91,196,82,1,8,100.0,8,100,75672
75673,67,3,0,22,50,555,361,1,0,150.0,0,150,75673
75674,74,3,0,27,97,853,659,1,0,250.0,0,250,75674
75675,71,3,0,66,56,530,265,1,0,0.0,0,0,75675
75676,40,3,0,22,50,19,0,1,3,30.0,3,30,75676
75677,58,3,0,22,50,107,0,1,2,0.0,2,0,75677
75678,73,3,0,3,104,769,563,1,4,0.0,4,0,75678
75679,80,3,0,66,97,788,563,1,2,50.0,2,50,75679
75680,71,3,0,66,56,509,265,1,4,0.0,4,0,75680
75681,75,3,0,55,55,810,563,1,7,0.0,7,0,75681
75682,77,3,0,66,106,853,563,1,0,0.0,0,0,75682
75683,71,3,0,66,106,555,265,1,2,0.0,2,0,75683
75684,36,3,0,66,106,257,0,1,1,0.0,1,0,75684
75685,52,3,0,66,106,257,0,1,2,0.0,2,0,75685
75686,42,3,0,54,105,257,0,1,4,0.0,4,0,75686
75687,51,3,0,79,105,257,0,1,5,50.0,5,50,75687
75688,34,3,0,61,105,257,0,1,5,130.0,5,130,75688
75689,33,3,0,61,105,257,0,1,3,150.0,3,150,75689
75690,57,3,0,22,105,257,0,1,5,45.0,5,45,75690
75691,71,3,0,66,56,555,265,1,0,0.0,0,0,75691
75692,19,3,0,64,44,257,0,1,2,0.0,2,0,75692
75693,44,3,0,54,50,257,0,1,3,100.0,3,100,75693
75694,42,3,0,54,50,257,0,1,1,100.0,1,100,75694
75695,36,3,0,54,50,257,0,1,2,100.0,2,100,75695
75696,68,3,0,22,50,555,265,2,0,10.0,0,10,75696
75697,43,3,0,22,50,257,0,1,1,90.0,1,90,75697
75698,58,3,0,22,50,257,0,1,2,30.0,2,30,75698
75699,65,3,0,22,50,555,265,2,1,105.0,1,105,75699
75700,82,3,0,22,50,853,563,1,3,175.0,3,175,75700
75701,77,3,0,66,97,853,563,1,2,30.0,2,30,75701
75702,62,3,0,66,97,555,265,2,1,114.0,1,114,75702
75703,71,3,0,66,97,555,265,2,2,70.0,2,70,75703
75704,80,3,0,27,97,853,563,1,2,50.0,2,50,75704
75705,79,3,0,27,97,853,563,1,3,200.0,3,200,75705
75706,58,3,0,27,97,257,0,1,1,150.0,1,150,75706
75707,75,3,0,27,97,853,563,2,3,200.0,3,200,75707
75708,44,3,0,66,104,257,0,1,5,0.0,5,0,75708
75709,45,3,0,66,104,257,0,1,5,0.0,5,0,75709
75710,77,3,0,22,53,853,563,1,4,73.0,4,73,75710
75711,36,3,0,66,99,257,0,1,2,60.0,2,60,75711
75712,40,3,0,66,99,257,0,2,2,50.0,2,50,75712
75713,59,3,0,23,53,211,93,1,2,30.0,2,30,75713
75714,78,3,0,5,48,807,675,1,2,0.0,2,0,75714
75715,43,3,0,66,60,228,257,1,1,50.0,1,50,75715
75716,77,3,0,66,60,824,853,1,2,200.0,2,200,75716
75717,72,3,0,66,60,824,853,1,1,200.0,1,200,75717
75718,49,3,0,66,60,228,257,1,0,0.0,0,0,75718
75719,52,3,0,66,60,228,257,1,3,0.0,3,0,75719
75720,82,3,0,42,89,824,853,1,0,0.0,0,0,75720
75721,69,3,0,68,89,526,555,1,19,0.0,19,0,75721
75722,57,3,0,68,89,228,257,1,0,1200.0,0,1200,75722
75723,38,3,0,70,43,228,257,1,1,0.0,1,0,75723
75724,24,3,0,54,106,228,257,2,7,0.0,7,0,75724
75725,52,3,0,54,106,228,257,1,0,0.0,0,0,75725
75726,28,3,0,54,106,228,257,1,1,1.0,1,1,75726
75727,52,3,0,66,106,228,257,1,1,50.0,1,50,75727
75728,35,3,0,66,106,228,257,1,1,20.0,1,20,75728
75729,41,3,0,66,106,228,257,1,2,0.0,2,0,75729
75730,8,3,0,66,106,228,257,2,5,50.0,5,50,75730
75731,33,3,0,66,106,228,257,1,2,0.0,2,0,75731
75732,6,3,0,66,106,228,257,1,2,50.0,2,50,75732
75733,18,3,0,66,106,228,257,3,4,0.0,4,0,75733
75734,67,3,0,66,106,526,555,2,1,50.0,1,50,75734
75735,42,3,0,66,106,228,257,1,2,0.0,2,0,75735
75736,58,3,0,66,106,228,257,1,0,0.0,0,0,75736
75737,21,3,0,66,106,228,257,1,2,0.0,2,0,75737
75738,13,3,0,66,106,228,257,1,2,60.0,2,60,75738
75739,48,3,0,66,106,228,257,1,0,0.0,0,0,75739
75740,73,3,0,66,106,824,853,2,7,145.0,7,145,75740
75741,11,3,0,66,106,228,257,1,2,0.0,2,0,75741
75742,54,3,0,66,106,228,257,3,6,150.0,6,150,75742
75743,43,3,0,66,106,228,257,1,2,0.0,2,0,75743
75744,68,3,0,66,106,526,555,2,3,100.0,3,100,75744
75745,39,3,0,66,106,228,257,1,2,0.0,2,0,75745
75746,36,3,0,66,106,228,257,1,2,0.0,2,0,75746
75747,9,3,0,66,106,228,257,1,2,0.0,2,0,75747
75748,2,3,0,66,106,228,257,1,2,0.0,2,0,75748
75749,57,3,0,66,106,228,257,1,1,0.0,1,0,75749
