,IDAeropuerto,Sigla,IATA,NombreAeropuerto,Categoria,Latitud,Longitud,Municipio,Departamento,Propietario,Explotador,LongitudPista,AnchoPista,PBMO,Elevacion,Resolucion,Clase,Tipo,GCD_Municipio,GCD_Departamento,FechaInicioVigencia,FechaFinVigencia,VersionDelRegistro,Anio
322,24,7HB,no-especificado,HOTEL SAN DIEGO,Aeródromo,3.7693,-71.8179,Puerto Gaitán,Meta,MADYGAN S.A.S.,MADYGAN S.A.S.,440,4,4000,725,"6,730,000",2A,Privado,50568,50,1900-01-01,2014-12-31,N,2014
323,25,7HC,no-especificado,EL CAFUCHE,Aeródromo,5.3152,-70.0184,La Primavera,Vichada,ANDRES CARVAJAL MOLINA,ANDRES CARVAJAL MOLINA,917,17,4000,384,"3,826,000",1A,Aerocivil,99524,99,1900-01-01,2014-12-31,N,2014
324,26,7HE,no-especificado,GUACHARACAS (COLOMBAIMA),Aeródromo,4.7371,-74.8021,Beltrán,Cundinamarca,EMPRESA GUACHARACAS,CCA. LTDA,28,10,3000,797,"5,920,000",1A,Aerocivil,25086,25,1900-01-01,2014-12-31,N,2014
325,27,7HF,no-especificado,GAVILAN DE LA PASCUA,Aeródromo,5.1166,-70.3806,La Primavera,Vichada,RESGUARDO INDIGENA ORIPGA,RES. INDIGENA ORIPGA,312,25,3500,419,"7,257,000",1A,Aerocivil,99524,99,1900-01-01,2014-12-31,N,2014
326,28,7HG,no-especificado,DOROTEA B1,Aeródromo,5.5122,-71.0248,Paz de Ariporo,Casanare,NEW GRANADA ENERGY,NEW GRANADA ENERGY,85,3,no-especificado,404,"2,362,000",2A,Fumigación,85250,85,1900-01-01,2014-12-31,N,2014
327,29,7HH,no-especificado,HORIZONTES,Aeródromo,7.0017,-73.1037,Piedecuesta,Santander,DESARROLLOS METROPOLITANOS,DESARROLLOS METROPOLITANOS,810,5,3500,4195,"5,186,000",1A,Privado,68547,68,1900-01-01,2014-12-31,N,2014
328,30,7HJ,no-especificado,MACOLLA,Aeródromo,4.7713,-72.0714,Maní,Casanare,GRAMERCY S.A.S.,AGROPECUARIA CACOLLA S.A.S.,694,13,5000,548,"2,134,000",1A,Fumigación,85139,85,1900-01-01,2014-12-31,N,2014
329,31,7HK,no-especificado,MULETOS- CA,Aeródromo,4.5549,-72.1753,Maní,Casanare,MULETOS S.A.S.,MULETOS S.A.S.,589,3,500,790,"2,142,000",UL,Aerocivil,85139,85,1900-01-01,2014-12-31,N,2014
330,32,7HL,no-especificado,LA MAPORA,Aeródromo,5.6459,-71.9887,Pore,Casanare,PAULA ANDREA CANO A.,PAULA ANDREA CANO,214,13,500,497,"2,199,000",1A,Privado,85263,85,1900-01-01,2014-12-31,N,2014
331,33,7HM,no-especificado,LLANO CAUCHO,Aeródromo,4.4355,-70.6954,Cumaribo,Vichada,AGROINDUSTRIALES DEL ORIENTE,AGROINVERSIONES DEL ORIENTE S.A.S,299,12,12000,434,"5,189,000",1A,Público,99773,99,1900-01-01,2014-12-31,N,2014
332,34,7HN,no-especificado,ARMENIA,Aeródromo,5.787,-70.1835,Paz de Ariporo,Casanare,LUIS JOSE CALA LOPEZ,LUIS JOSE CALA LOPEZ,736,0,3000,380,"4,734,000",1A,Aerocivil,85250,85,1900-01-01,2014-12-31,N,2014
333,35,7HO,no-especificado,EDGAR CALDAS POTES-CA,Aeródromo,3.9159,-76.4813,Calima,Valle del Cauca,ALEJANDRO A. CALDAS V.,ALEJANDRO A. CALDAS V.,511,10,400,1462,"1,311,000",1A,Aerocivil,76126,76,1900-01-01,2014-12-31,N,2014
334,36,7HQ,no-especificado,GENERAL ADELMO RUIZ M.,Aeródromo,4.35,-74.7511,Ricaurte,Cundinamarca,EDUARDO A. VIVEROS,ACAF,200,30,500,987,"46,000",1A,Privado,25612,25,1900-01-01,2014-12-31,N,2014
335,37,7HR,no-especificado,RANCHO COLIBRI - CA,Aeródromo,4.4586,-76.1258,Roldanillo,Valle del Cauca,HENRY D. F. ORTIZ SILVA,HENRY D. F. ORTIZ SILVA,46,0,500,3083,"7,091,000",1A,Público,76622,76,1900-01-01,2014-12-31,N,2014
336,38,7HS,no-especificado,CASTILLO - CA,Aeródromo,10.4089,-74.9963,Manatí,Atlántico,DIANA MARIA SOLANO D.,DIANA MARIA SOLANO D.,46,20,500,20,"706,000",1A,Público,8436,8,1900-01-01,2014-12-31,N,2014
337,39,7HT,no-especificado,MANARE,Aeródromo,5.9761,-70.1575,Paz de Ariporo,Casanare,HERNAN GOMEZ NIÑO,HERNAN GOMEZ NIÑO,906,36,4000,334,"1,577,000",1A,Público,85250,85,1900-01-01,2014-12-31,N,2014
338,40,7HU,no-especificado,GUANAGUANARE,Aeródromo,5.4739,-69.9014,La Primavera,Vichada,INVERSIONES GUANAGUANARE,INV. GUANAGUANARE,625,10,5000,400,"2,132,000",1A,Público,99524,99,1900-01-01,2014-12-31,N,2014
339,41,7HV,no-especificado,LA BENDICION,Aeródromo,6.0627,-69.1783,La Primavera,Vichada,SERGIO ANDRES ESPINOSA F.,SERGIO A. ESPINOSA FLOREZ,2071,26,5000,360,"2,498,000",1A,Privado,99524,99,1900-01-01,2014-12-31,N,2014
340,42,7HW,no-especificado,CABARALEZ,Aeródromo,7.3283,-73.7965,Puerto Wilches,Santander,RICARDO FIGUEREDO M.,RICARDO FOGUEREDO M.,711,1,3500,324,"3,060,000",1A,Público,68575,68,1900-01-01,2014-12-31,N,2014
341,43,7HX,no-especificado,PIVIJAY,Aeródromo,5.1288,-69.9716,La Primavera,Vichada,FERNANDO CUSTAS PATACON,FERNANDO CUSTAS P.,19,7,3500,426,"3,063,000",1A,Público,99524,99,1900-01-01,2014-12-31,N,2014
342,44,7HY,no-especificado,HOTEL DEL CAMPO - CA,Aeródromo,4.6123,-75.8132,Quimbaya,Quindío,JUAN B. URIBE S.,LUIS BERRENECHE RIVERA,168,6,500,3828,"2,492,000",1A,Público,63594,63,1900-01-01,2014-12-31,N,2014
343,45,7HZ,no-especificado,MAXIMENA,Aeródromo,4.4723,-72.1094,Maní,Casanare,PALMERAS MAXIMENA S.A.S,PALMERAS MAXIMENA,1696,11,5000,426,"4,213,000",1A,Aerocivil,85139,85,1900-01-01,2014-12-31,N,2014
344,46,7IA,no-especificado,MURIBA,Aeródromo,4.5809,-72.2551,Maní,Casanare,VITIS OLEI S.A.S.,VITIS OLEI S.A.S.,726,30,5000,432,"4,214,000",1A,Fumigación,85139,85,1900-01-01,2014-12-31,N,2014
345,47,7IB,no-especificado,MAJAGUILLO,Aeródromo,4.832,-71.6902,Orocué,Casanare,FELIPE GOMEZ H. y CIA.,FELIPE GOMEZ H. y CIA.,804,18,4800,499,"5,386,000",1A,Aerocivil,85230,85,1900-01-01,2014-12-31,N,2014
346,48,7NP,no-especificado,EL CAIRANO,Aeródromo,10.7124,-75.2649,Santa Catalina,Bolívar,CARLOS E. GUERRERO,ENRIQUE MORALES NUÑEZ,0,20,400,30,"998,000",UL,Privado,13673,13,1900-01-01,2014-12-31,N,2014
347,49,7NQ,no-especificado,EL PARAISO,Aeródromo,5.1826,-69.6303,La Primavera,Vichada,RUBEN D. VELASQUEZ,RUBEN D. VELASQUEZ,291,26,3000,387,"5,533,000",1A,Fumigación,99524,99,1900-01-01,2014-12-31,N,2014
348,50,7NR,no-especificado,NUEVA ROMA,Aeródromo,9.968,-74.3303,Plato,Magdalena,JORGE SOLANO RECIO,JORGE SOLANO RECIO,608,14,3000,462,"4,503,000",1A,Fumigación,47555,47,1900-01-01,2014-12-31,N,2014
349,51,7NS,no-especificado,JAGUAR,Aeródromo,4.2161,-72.0275,Puerto Gaitán,Meta,CEPCOLSA,CEPCOLSA,1071,38,no-especificado,650,"4,940,000",2B,Público,50568,50,1900-01-01,2014-12-31,N,2014
350,52,7NT,no-especificado,OCELOTE,Aeródromo,4.2751,-71.6123,Puerto Gaitán,Meta,HOCOL S.A.,HOCOL S.A.,2003,29,no-especificado,690,"5,922,000",2B,Público,50568,50,1900-01-01,2014-12-31,N,2014
351,53,9AB,no-especificado,GETSEMANI,Aeródromo,6.1506,-70.0294,Hato Corozal,Casanare,MUNICIPIO,MUNICIPIO,344,6,2000,304,"2,220,000",1A,Fumigación,85125,85,1900-01-01,2014-12-31,N,2014
352,54,9AC,no-especificado,MARIA ALEJANDRA,Aeródromo,5.0054,-72.3959,Nunchía,Casanare,CIRO GUILLERMO VEGA N.,SAMBA LTDA.,954,6,2000,734,"2,493,000",1A,Privado,85225,85,1900-01-01,2014-12-31,N,2014
353,55,9AD,no-especificado,URACA - CA.,Aeródromo,11.0062,-74.9224,Puerto Colombia,Atlántico,NORA CARVAJALINO,ALAS DEL CARIBE,322,10,800,204,"5,624,000",UL,Aerocivil,8573,8,1900-01-01,2014-12-31,N,2014
354,56,9AH,no-especificado,SAN ROQUE  - CA.,Aeródromo,4.0039,-76.2209,San Pedro,Valle del Cauca,IRMA HERNANDEZ DE M.,JAKOB OLIVIER,416,5,400,3366,"5,622,000",UL,Privado,76670,76,1900-01-01,2014-12-31,N,2014
355,57,9AJ,no-especificado,SAN LUIS DE PACA,Aeródromo,0.8744,-70.3464,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,706,13,1650,590,"3,423,000",1A,Público,97001,97,1900-01-01,2014-12-31,N,2014
356,58,9AK,no-especificado,CANANARI,Aeródromo,0.545,-70.9286,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,544,14,1650,780,"3,423,000",1A,Fumigación,97001,97,1900-01-01,2014-12-31,N,2014
357,59,9AN,no-especificado,MARAREY,Aeródromo,4.8281,-71.0808,Orocué,Casanare,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,98,2,4800,498,"2,001,000",1A,Fumigación,85230,85,1900-01-01,2014-12-31,N,2014
358,60,9AO,no-especificado,SANTA CLARA,Aeródromo,4.4172,-72.7744,Sabanalarga,Casanare,ARMANDO SANCHEZ M.,TAES LTDA.,699,9,2500,610,"2,137,000",1A,Fumigación,85300,85,1900-01-01,2014-12-31,N,2014
359,61,9AR,no-especificado,SAN PABLO,Aeródromo,-0.7831,-70.3228,Mitú,Vaupés,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,336,9,1650,550,"3,423,000",1A,Aerocivil,97001,97,1900-01-01,2014-12-31,N,2014
360,62,9AS,no-especificado,SIRENAS,Aeródromo,5.2541,-71.1576,Trinidad,Casanare,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,442,17,5000,443,"3,058,000",1A,Público,85430,85,1900-01-01,2014-12-31,N,2014
361,63,9AT,no-especificado,COROCITO,Aeródromo,3.9507,-72.2186,Puerto López,Meta,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,1026,4,3000,544,"1,838,000",1A,Público,50573,50,1900-01-01,2014-12-31,N,2014
362,64,9AU,no-especificado,LAS FURIAS,Aeródromo,5.4039,-72.1228,Nunchía,Casanare,MAURICIO CALA PEREZ,SFA LTDA.,508,3,2000,688,"5,611,000",1A,Público,85225,85,1900-01-01,2014-12-31,N,2014
363,65,9AV,no-especificado,EL NOGAL,Aeródromo,3.9883,-73.2994,Villavicencio,Meta,GLORIA L.TIUSO,AEROTEC LTDA.,822,9,2000,817,"4,739,000",1A,Aerocivil,50001,50,1900-01-01,2014-12-31,N,2014
364,66,9AX,no-especificado,SANTA CRUZ,Aeródromo,4.1318,-73.1814,Puerto López,Meta,JULIO STRAUCH D.,COMERCIALIZADORA ECO,237,5,2000,659,"2,685,000",1A,Público,50573,50,1900-01-01,2014-12-31,N,2014
365,67,9AZ,no-especificado,REMACHE SUR,Aeródromo,5.0832,-71.1525,San Luis de Palenque,Casanare,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,294,28,5000,459,"3,058,000",1A,Aerocivil,85325,85,1900-01-01,2014-12-31,N,2014
366,68,9BA,no-especificado,CURUMANI,Aeródromo,9.2222,-73.5722,Curumaní,Cesar,MUNICIPIO,FADELCE,529,8,2000,164,"2,989,000",2A,Público,20228,20,1900-01-01,2014-12-31,N,2014
367,69,9BB,no-especificado,SAN MIGUEL,Aeródromo,4.1069,-72.89,Puerto López,Meta,ELIZABETH CRUZ BULLA,SAAC S.A.S,187,18,2000,803,"251,000",1A,Fumigación,50573,50,1900-01-01,2014-12-31,N,2014
368,70,9BC,no-especificado,CANTADELICIAS,Aeródromo,3.3873,-74.9338,Alpujarra,Tolima,MUNICIPIO,MUNICIPIO,424,9,12200,4213,"4,541,000",1A,Aerocivil,73024,73,1900-01-01,2014-12-31,N,2014
369,71,9BE,no-especificado,LAS VEGAS,Aeródromo,6.0072,-71.2842,Paz de Ariporo,Casanare,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,425,9,3500,430,"1,657,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
370,72,9BF,no-especificado,LA FRANCIA,Aeródromo,9.6394,-73.5282,El Paso,Cesar,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,1937,14,no-especificado,213,"962,000",1B,Privado,20250,20,1900-01-01,2014-12-31,N,2014
371,73,9BG,no-especificado,AGUAS BLANCAS,Aeródromo,7.8197,-73.5719,San Alberto,Cesar,PALMAS BELLAVISTA S.A.,CELTA LTDA.,1440,5,3000,174,"4,942,000",1A,Privado,20710,20,1900-01-01,2014-12-31,N,2014
372,74,9BI,no-especificado,SAN FELIPE,Aeródromo,5.1037,-71.8425,Orocué,Casanare,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,299,11,2000,554,"800,000",1A,Aerocivil,85230,85,1900-01-01,2014-12-31,N,2014
373,75,9BK,no-especificado,JULIAN,Aeródromo,4.2711,-72.9869,Cabuyaro,Meta,HERNANDO JIMENEZ,ASAM LTDA,582,14,2500,735,"3,181,000",1A,Privado,50124,50,1900-01-01,2014-12-31,N,2014
374,76,9BL,no-especificado,LOS HALCONES,Aeródromo,3.9178,-76.3206,Bugalagrande,Valle del Cauca,DIEGO TORRES NUÑEZ,DIEGO TORRES NUÑEZ,431,14,500,3232,"6,678,000",1A,Privado,76113,76,1900-01-01,2014-12-31,N,2014
375,77,9BN,no-especificado,EL SOÑADOR,Aeródromo,5.2299,-72.4528,Aguazul,Casanare,GLORIA M. ALVIRA R.,CELTA LTDA.,282,9,2000,865,"304,000",1A,Público,85010,85,1900-01-01,2014-12-31,N,2014
376,78,9BO,no-especificado,VENECIA DE GUANAPALO,Aeródromo,5.3079,-71.9204,San Luis de Palenque,Casanare,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1201,28,5500,623,"4,873,000",1A,Privado,85325,85,1900-01-01,2014-12-31,N,2014
377,79,9BP,no-especificado,EL CONCHAL - CA,Aeródromo,3.7273,-76.3902,El Cerrito,Valle del Cauca,ARMANDO ARAGON NAVIA,ARMANDO ARAGON NAVIA,270,9,400,3139,"326,000",1A,Privado,76248,76,1900-01-01,2014-12-31,N,2014
378,80,9BR,no-especificado,SEVILLA,Aeródromo,5.9234,-71.7139,Hato Corozal,Casanare,HELI CALA LOPEZ,HELI CALA LOPEZ,870,20,3000,682,"4,729,000",1A,Privado,85125,85,1900-01-01,2014-12-31,N,2014
379,81,9BT,no-especificado,ASA SAN MARTIN,Aeródromo,11.2889,-73.1756,Riohacha,La Guajira,ASA S EN C,ASA S. EN C.,74,18,4500,49,"5,612,000",1A,Privado,44001,44,1900-01-01,2014-12-31,N,2014
380,82,9BW,no-especificado,LA FAZENDA,Aeródromo,4.3263,-72.2208,Puerto López,Meta,ALIAR S.A.,ALIAR S.A.,205,20,5000,568,"1,941,000",2B,Aerocivil,50573,50,1900-01-01,2014-12-31,N,2014
381,83,9BX,no-especificado,LA ESTRELLA-CA.,Aeródromo,3.4802,-73.3276,San Martín,Meta,CLUB LA LIBELULA,CLUB LA LIBELULA,335,73,500,787,"679,000",UL,Público,50689,50,1900-01-01,2014-12-31,N,2014
382,84,9BY,no-especificado,SAN EDUARDO,Aeródromo,4.6422,-71.8104,Orocué,Casanare,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,1228,12,2500,580,"1,580,000",1A,Fumigación,85230,85,1900-01-01,2014-12-31,N,2014
383,85,9BZ,no-especificado,RIOSUCIO,Aeródromo,7.4164,-77.0595,Riosucio,Chocó,MUNICIPIO,MUNICIPIO,324,11,5670,72,"3,430,000",1A,Aerocivil,27615,27,1900-01-01,2014-12-31,N,2014
384,86,9CA,no-especificado,LAS AGUILAS -CA,Aeródromo,3.5134,-76.4931,Yumbo,Valle del Cauca,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,158,5,500,3100,"4,939,000",1A,Privado,76892,76,1900-01-01,2014-12-31,N,2014
385,87,9CB,no-especificado,CAMARUCOS,Aeródromo,5.8754,-70.6583,Paz de Ariporo,Casanare,ALCALDIA,ALCALDIA,1010,1,2000,367,"4,541,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
386,88,9CC,no-especificado,EL TOTUMO,Aeródromo,5.9387,-71.2217,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,494,8,2000,476,"4,541,000",1A,Aerocivil,85250,85,1900-01-01,2014-12-31,N,2014
387,89,9CD,no-especificado,VARSOVIA,Aeródromo,5.849,-70.3648,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,394,24,2000,328,"4,541,000",1A,Aerocivil,85250,85,1900-01-01,2014-12-31,N,2014
388,90,9CE,no-especificado,LA HERMOSA,Aeródromo,5.5307,-70.4497,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,625,8,2000,338,"4,541,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
389,91,9CF,no-especificado,SAN ESTEBAN,Aeródromo,5.4441,-70.8352,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,553,25,2000,377,"4,541,000",1A,Público,85250,85,1900-01-01,2014-12-31,N,2014
390,92,9CG,no-especificado,SAN JOSE DEL ARIPORO,Aeródromo,6.0475,-70.0128,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,600,18,2000,318,"4,541,000",1A,Aerocivil,85250,85,1900-01-01,2014-12-31,N,2014
391,93,9CH,no-especificado,COLINERAS,Aeródromo,6.0713,-70.3678,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,397,0,2000,338,"4,541,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
392,94,9CI,no-especificado,LA CAIMANA,Aeródromo,6.052,-70.8134,Paz de Ariporo,Casanare,MUNICIPIO,MUNICIPIO,151,1,2000,400,"4,541,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
393,95,9CJ,no-especificado,EMAUS,Aeródromo,5.1483,-71.0453,San Luis de Palenque,Casanare,LUIS F. CASTILLO SANTOS,LUIS F. CASTILLO SANTOS,1283,10,2500,430,"1,945,000",1A,Privado,85325,85,1900-01-01,2014-12-31,N,2014
394,96,9CK,no-especificado,SANTA MARIA DEL CAFÉ,Aeródromo,6.1111,-70.9888,Hato Corozal,Casanare,MUNICIPIO,EL MISMO,825,30,2000,427,"4,543,000",1A,Fumigación,85125,85,1900-01-01,2014-12-31,N,2014
395,97,9CL,no-especificado,LA VENTUROSA,Aeródromo,5.2388,-71.3035,San Luis de Palenque,Casanare,MUNICIPIO,EL MISMO,612,8,2000,459,"4,542,000",1A,Aerocivil,85325,85,1900-01-01,2014-12-31,N,2014
396,98,9CM,no-especificado,MIRAMAR DE GUANAPALO,Aeródromo,5.0541,-71.0012,San Luis de Palenque,Casanare,MUNICIPIO,EL MISMO,770,21,2000,394,"4,542,000",1A,Privado,85325,85,1900-01-01,2014-12-31,N,2014
397,99,9CP,no-especificado,LA SALVACION,Aeródromo,5.9988,-70.6316,Paz de Ariporo,Casanare,ALCALDIA,ALCALDIA,790,3,2000,384,"4,807,000",1A,Público,85250,85,1900-01-01,2014-12-31,N,2014
398,100,9CQ,no-especificado,LOMA GRANDE - CA,Aeródromo,8.2937,-75.1176,Ayapel,Córdoba,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,117,6,400,1280,"3,341,000",UL,Fumigación,23068,23,1900-01-01,2014-12-31,N,2014
399,101,9CR,no-especificado,EL CAPRICHO,Aeródromo,4.2018,-72.1632,Puerto Gaitán,Meta,JORGE E. SALAZAR B.,EL MISMO,141,26,4500,551,"329,000",1A,Privado,50568,50,1900-01-01,2014-12-31,N,2014
400,102,9CU,no-especificado,COROCORA,Aeródromo,5.3751,-70.969,Trinidad,Casanare,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,13,2,5000,430,"1,000,000",1A,Aerocivil,85430,85,1900-01-01,2014-12-31,N,2014
401,103,9CX,no-especificado,SAN JUAN,Aeródromo,4.8437,-72.3006,Maní,Casanare,MARIA ILSE BERRIO,AGIL LTDA.,1327,20,2000,591,"1,055,000",1A,Aerocivil,85139,85,1900-01-01,2014-12-31,N,2014
402,104,9CZ,no-especificado,GRISMANIA,Aeródromo,4.989,-72.5099,Aguazul,Casanare,LUZ MARINA VARGAS,SFA LTDA.,481,8,2000,669,"6,670,000",1A,Privado,85010,85,1900-01-01,2014-12-31,N,2014
403,105,9DB,no-especificado,PALMAS DE TUMACO  -CA,Aeródromo,1.496,-78.765,San Andrés de Tumaco,Nariño,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,418,11,500,136,"1,897,000",UL,Privado,52835,52,1900-01-01,2014-12-31,N,2014
404,106,9DC,no-especificado,INGENIO LA CARMELITA,Aeródromo,4.0727,-76.316,Riofrío,Valle del Cauca,SOCIEDAD GARRIDO,ING. LA CARMELITA,153,8,500,3087,"2,961,000",1A,Aerocivil,76616,76,1900-01-01,2014-12-31,N,2014
405,107,9DE,no-especificado,LUNA PARK,Aeródromo,5.128,-70.4931,La Primavera,Vichada,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,2080,12,12000,410,"1,056,000",1A,Privado,99524,99,1900-01-01,2014-12-31,N,2014
406,108,9DG,no-especificado,EL LAGO - CA,Aeródromo,4.5575,-74.9003,Piedras,Tolima,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,357,2,500,1050,"6,744,000",UL,Aerocivil,73547,73,1900-01-01,2014-12-31,N,2014
407,109,9DH,no-especificado,HACIENDA LA JOYA,Aeródromo,9.6179,-74.8367,Córdoba,Bolívar,TRIPENTA S.A.,AGROTEMPO LTDA.,89,12,2000,82,"9,000",1A,Privado,13212,13,1900-01-01,2014-12-31,N,2014
408,110,9DI,no-especificado,SAN FELIPE,Aeródromo,1.915,-67.0776,San Felipe,Guainía,GOBERNACION,GOBERNACION,1164,31,25000,312,"545,000",1A,Privado,94883,94,1900-01-01,2014-12-31,N,2014
409,111,9DJ,no-especificado,LA PAULINA,Aeródromo,9.9129,-73.4795,La Paz,Cesar,AMA LTDA.,AMA LTDA.,1387,27,2000,210,"3,939,000",1A,Privado,20621,20,1900-01-01,2014-12-31,N,2014
410,112,9DL,no-especificado,LA PASTORA,Aeródromo,6.798,-70.9777,Arauca,Arauca,SAO E.U,SAO E.U.,1128,17,2000,600,"2,139,000",1A,Fumigación,81001,81,1900-01-01,2014-12-31,N,2014
411,113,9DN,no-especificado,SAN FRANCISCO,Aeródromo,4.26,-71.9146,Puerto Gaitán,Meta,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,585,10,5000,712,"5,521,000",2A,Aerocivil,50568,50,1900-01-01,2014-12-31,N,2014
412,114,9DO,no-especificado,TALANQUERA,Aeródromo,4.141,-73.032,Puerto López,Meta,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,37,7,2000,179,"6,016,000",1A,Fumigación,50573,50,1900-01-01,2014-12-31,N,2014
413,115,9LD,no-especificado,LA LUCHA,Aeródromo,10.97,-74.1833,Ciénaga,Magdalena,FUMIGARAY S.A.,FUMIGARAY S.A.,384,19,3600,567,"5,967,000",1A,Aerocivil,47189,47,1900-01-01,2014-12-31,N,2014
414,116,9LG,no-especificado,VILLA GEORGINA,Aeródromo,4.3625,-74.3214,Tauramena,Casanare,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,238,14,2000,594,no-especificado,1A,Aerocivil,85410,85,1900-01-01,2014-12-31,N,2014
415,117,9LH,no-especificado,INGENIO PICHICHI,Aeródromo,3.5347,-76.1653,Guacarí,Valle del Cauca,INGENIO PICHICHI S.A.,INGENIO PICHICHI,437,10,500,3215,"2,951,000",1A,Público,76318,76,1900-01-01,2014-12-31,N,2014
416,118,9LI,no-especificado,SAN SEBASTIAN,Aeródromo,4.3356,-72.7803,Cabuyaro,Meta,NELLY ZARATE,AEROTEC LTDA.,1401,19,2000,680,"4,738,000",1A,Fumigación,50124,50,1900-01-01,2014-12-31,N,2014
417,119,9LJ,no-especificado,EL COROZO,Aeródromo,6.9136,-70.8562,Arauca,Arauca,NEBIO ECHEVERRY,FUMIVILLA,860,11,2000,416,"2,141,000",1A,Privado,81001,81,1900-01-01,2014-12-31,N,2014
418,120,9LK,no-especificado,HATO VIEJO,Aeródromo,6.8964,-70.7791,Arauca,Arauca,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,1457,2,2000,416,"2,141,000",1A,Público,81001,81,1900-01-01,2014-12-31,N,2014
419,121,9LL,no-especificado,CIENFUEGOS,Aeródromo,5.5831,-71.7289,Paz de Ariporo,Casanare,JAIRO GRANADOS CEIJA,SAO E.U.,39,1,2000,574,"1,315,000",1A,Privado,85250,85,1900-01-01,2014-12-31,N,2014
420,122,9LN,no-especificado,GUADUALITO,Aeródromo,5.4593,-71.912,Nunchía,Casanare,CUPERTINO CUEVAS D.,SANAR S.A.,453,16,3000,639,"4,943,000",1A,Privado,85225,85,1900-01-01,2014-12-31,N,2014
421,123,9LP,no-especificado,LA REDENCION,Aeródromo,5.6618,-71.8088,Pore,Casanare,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,1205,20,2000,636,"3,053,000",1A,Aerocivil,85263,85,1900-01-01,2014-12-31,N,2014
422,124,9LQ,no-especificado,LA PONDEROSA,Aeródromo,4.6316,-71.2141,Puerto Gaitán,Meta,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,671,14,3000,537,"5,243,000",2A,Aerocivil,50568,50,1900-01-01,2014-12-31,N,2014
423,125,9LR,no-especificado,LOS REMANSOS,Aeródromo,6.5729,-74.2195,Cimitarra,Santander,NELLY VALENCIA,AEROPENORT LTDA.,406,8,3000,357,"4,373,000",1A,Público,68190,68,1900-01-01,2014-12-31,N,2014
424,126,9LS,no-especificado,SAN LUIS,Aeródromo,7.6382,-73.4381,La Esperanza,Norte de Santander,CRIAGAN S.A.,AEROPENORT LTDA.,759,12,2000,308,"7,389,000",1A,Público,54385,54,1900-01-01,2014-12-31,N,2014
425,127,9LT,no-especificado,LOS GAVANES (LA MATA),Aeródromo,7.0093,-70.7743,Arauca,Arauca,FUMIGAR,FUMIVILLA,729,18,3000,416,"2,141,000",1A,Público,81001,81,1900-01-01,2014-12-31,N,2014
426,128,9LU,no-especificado,EL RODEO,Aeródromo,4.5772,-72.6914,Tauramena,Casanare,JEREMIAS VACA RIAÑO,ASAM LTDA.,1402,3,2000,746,"6,069,000",1A,Aerocivil,85410,85,1900-01-01,2014-12-31,N,2014
427,129,9LW,no-especificado,EL PALMAR,Aeródromo,5.396,-71.9116,Nunchía,Casanare,MAURICIO MEDINA NIÑO,FIBA S.A.,962,17,3000,629,"472,000",1A,Privado,85225,85,1900-01-01,2014-12-31,N,2014
